,19516,91.05,339.63,239.22,11231.4,6427.14,-5291.28,2.99,7978.31,8325.01,95,0.06,-2.99
,19611,91.02,341.13,239.22,11229.68,6516.61,-5323.17,1.58,8073.14,8414.41,95,-0.03,1.58
,19706,91.05,339.81,236.52,11227.97,6606.13,-5354.92,1.39,8167.96,8503.89,95,0.03,-1.39
,19801,90.98,333.76,236.52,11226.28,6693.38,-5392.35,6.37,8262.9,8595.28,95,-0.07,-6.37
,19896,90.95,334.27,239.22,11224.68,6778.77,-5433.96,0.54,8357.74,8687.9,95,-0.03,0.54
,19991,90.31,328.14,239.22,11223.64,6861.97,-5479.7,6.49,8452.19,8781.45,95,-0.67,-6.45
,20086,90.95,329.47,236.52,11222.59,6943.23,-5528.9,1.55,8546.18,8875.65,95,0.67,1.4
,20181,90.89,335.73,241.92,11221.07,7027.52,-5572.59,6.59,8640.82,8968.82,95,-0.06,6.59
,20276,91.11,337.1,241.92,11219.41,7114.57,-5610.59,1.46,8735.8,9060.68,95,0.23,1.44
,20371,91.08,335.54,239.22,11217.59,7201.55,-5648.74,1.64,8830.77,9152.63,95,-0.03,-1.64
,20466,91.05,337.43,241.92,11215.83,7288.64,-5686.64,1.99,8925.74,9244.57,95,-0.03,1.99
,20561,90.92,336.93,241.92,11214.19,7376.2,-5723.47,0.54,9020.73,9336.3,95,-0.14,-0.53
,20656,90,333.27,241.92,11213.43,7462.35,-5763.46,3.97,9115.65,9428.9,95,-0.97,-3.85
,20751,90.06,334.34,241.92,11213.38,7547.59,-5805.4,1.13,9210.48,9522.01,95,0.06,1.13
,20846,90.06,335.23,241.92,11213.28,7633.54,-5845.87,0.94,9305.4,9614.84,95,0,0.94
,20941,90.03,336.88,,11213.21,7720.36,-5884.43,1.74,9400.38,9707.23,95,-0.03,1.74
,21036,90.03,338.65,241.92,11213.16,7808.29,-5920.37,1.86,9495.37,9798.99,95,0,1.86
,21130,89.94,337.96,244.62,11213.18,7895.63,-5955.12,0.74,9589.35,9889.61,94,-0.1,-0.73
,21225,90.03,338.16,244.62,11213.21,7983.75,-5990.62,0.23,9684.34,9981.37,95,0.09,0.21
,21320,90.52,339.16,244.62,11212.75,8072.23,-6025.19,1.17,9779.3,10072.93,95,0.52,1.05
,21414,91.17,341.58,244.62,11211.36,8160.75,-6056.76,2.67,9873.14,10162.79,94,0.69,2.57
,21509,91.48,339.7,244.62,11209.17,8250.35,-6088.24,2.01,9967.93,10253.54,95,0.33,-1.98
,21604,92.22,336.54,239.22,11206.1,8338.45,-6123.62,3.41,10062.85,10345.46,95,0.78,-3.33
,21698,92.12,336.33,241.92,11202.54,8424.55,-6161.18,0.25,10156.78,10437.1,94,-0.11,-0.22
,21793,91.85,336.22,244.62,11199.25,8511.47,-6199.38,0.31,10251.71,10529.83,95,-0.28,-0.12
,21888,91.76,336.24,247.33,11196.26,8598.37,-6237.65,0.1,10346.65,10622.63,95,-0.09,0.02
,21982,90.95,337.21,244.62,11194.03,8684.69,-6274.78,1.34,10440.62,10714.32,94,-0.86,1.03
,22077,91.02,336.45,247.33,11192.4,8772.02,-6312.15,0.8,10535.61,10807.01,95,0.07,-0.8
,22171,91.08,332.92,250.03,11190.68,8856.96,-6352.33,3.76,10629.49,10899.45,94,0.06,-3.76
,22266,91.14,337.27,250.03,11188.84,8943.09,-6392.32,4.58,10724.39,10992.76,95,0.06,4.58
,22360,91.14,339.15,250.03,11186.97,9030.35,-6427.21,2,10818.35,11084.06,94,0,2
,22455,91.05,337.98,250.03,11185.15,9118.77,-6461.92,1.23,10913.3,11176.24,95,-0.09,-1.23
,22534,91.14,335.52,301.39,11183.64,9191.33,-6493.09,3.12,10992.28,11253.48,79,0.11,-3.11
